timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1652983085655,546,REST-[1-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),REST-[1-100-10] 4-18,text,false,,2374,0,100,572,http://localhost:5001/rest/hotelDataObjects?count=1,0,0,455
1652983085621,580,REST-[100-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),REST-[100-100-10] 5-69,text,false,,2374,0,100,572,http://localhost:5001/rest/hotelDataObjects?count=100,0,0,496
1652983085615,584,REST-[100-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),REST-[100-100-10] 5-52,text,false,,2374,0,100,572,http://localhost:5001/rest/hotelDataObjects?count=100,0,0,504
1652983085491,712,gRPC-[100-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),gRPC-[100-100-10] 2-16,text,false,,2374,0,100,572,http://localhost:5001/grpc/hotelDataObjects?count=100,0,0,626
1652983085625,578,REST-[1-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),REST-[1-100-10] 4-98,text,false,,2374,0,100,572,http://localhost:5001/rest/hotelDataObjects?count=1,0,0,492
1652983085642,583,REST-[1-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),REST-[1-100-10] 4-58,text,false,,2374,0,100,572,http://localhost:5001/rest/hotelDataObjects?count=1,0,0,475
1652983085598,628,gRPC-[100-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset by peer (connect failed),gRPC-[100-100-10] 2-91,text,false,,2360,0,100,572,http://localhost:5001/grpc/hotelDataObjects?count=100,0,0,628
1652983085598,629,gRPC-[100-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),gRPC-[100-100-10] 2-19,text,false,,2374,0,100,572,http://localhost:5001/grpc/hotelDataObjects?count=100,0,0,512
1652983085624,600,REST-[1-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Connection reset by peer (connect failed),REST-[1-100-10] 4-89,text,false,,2360,0,100,572,http://localhost:5001/rest/hotelDataObjects?count=1,0,0,600
1652983085641,558,REST-[1-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),REST-[1-100-10] 4-62,text,false,,2374,0,100,572,http://localhost:5001/rest/hotelDataObjects?count=1,0,0,476
1652983085641,587,gRPC-[1000-100-10] Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Broken pipe (Write failed),gRPC-[1000-100-10] 3-79,text,false,,2374,0,100,572,http://localhost:5001/grpc/hotelDataObjects?count=1000,0,0,477
